split,stem,image_width,image_height,background_pixels,cat_pixels,dog_pixels,ignored_pixels,foreground_pixels,foreground_fraction,bbox_x1,bbox_y1,bbox_x2,bbox_y2,bbox_width,bbox_height,component_count,largest_component_pixels,present_classes,image_sha256,image_dhash,mask_sha256,quality_status
test,000000355603_7766,256,256,58176,0,7360,0,7360,0.1123046875,85,26,178,155,93,129,1,7360,dog,cb84117f8eeb109abc637b92ff6d017dcede9b9973a86acbd25f670375bce6fe,1a664c4c45dd90b0,dd549fffa90293f066a83f588f67131f138b97c6df49eaa0935967c3178c290d,ok
test,000000357542_1234,256,256,56376,0,9160,0,9160,0.1397705078125,38,82,209,220,171,138,1,9160,dog,eaaed01e60f6ad499560297452c442dfe1dbd6fc7154e4ca48bf5f5b3b730120,825323cdcb9b13a4,096de32983da20ed43788da70db9c6035e92c4a60e9c5e4bee50d9c2de00b610,ok
test,000000358545_4807,256,256,59226,0,6310,0,6310,0.096282958984375,49,60,173,227,124,167,6,5565,dog,063794b686f7f93167f3c46a331146d529b6581e72cc56c0134a8c13a5f984a1,00501d8f1c1f1e1e,0b2dc51bf2f377b26bcc7ea511da899df00fbc5be5701e5c24575c5b2611a2aa,ok
test,000000358625_2898,256,256,63955,0,1581,0,1581,0.0241241455078125,141,39,202,84,61,45,1,1581,dog,6ce8f0ae2c10d771b02a95392ecfbae219a96de338a754444c4fc53411e85371,c5edc9a73f9fffff,a3adecf5466a63cd88e1ae8c61139c9d477fb3f7d556858c9a96b1944400a31b,ok
test,000000360510_2140,256,256,60628,4908,0,0,4908,0.07489013671875,82,155,201,236,119,81,1,4908,cat,ce4482b07019a9409c2464130f4e2a91e3a85b8d44fadfb65b8c6325770041a1,8491b0a0aaad8d91,00877f19c4c1588c289ebbffa5e21b4a1cd7f563dd9b6a643f55bb83b8dbee66,ok
test,000000364167_7048,256,256,60948,4588,0,0,4588,0.07000732421875,140,44,223,171,83,127,1,4588,cat,2e2febdebeeefc04b4b784d082c49658608d5699fa354f506a2ff6d208d275ef,c1c787d6d3f3f8f8,192d942c8d8ea9d565a46a99df580eacf04241adc7766adf0627dd1fae8e2aac,ok
test,000000364566_4776,256,256,50606,14930,0,0,14930,0.227813720703125,23,45,169,219,146,174,1,14930,cat,67e49104045cca385ab73ec42deb995fd843fb61dd61fe4e061685b755c69fee,0f075ec6c6c54c69,9934f3e55172611bb85876f36ad55d07e4d147021bcd5749f56db98de76fc975,ok
test,000000366787_5428,256,256,57753,7783,0,0,7783,0.1187591552734375,70,121,209,216,139,95,2,7776,cat,cadf921726e36f0ee697da082f570e213866680080a9e68a302e97cb346b22c0,3133bbaf8f9b0f39,e394c434b77afbe82bd1bf44534de415f82b246ab10ef5dd62d8b8617ae4d469,ok
test,000000369547_1504,256,256,53650,0,11886,0,11886,0.181365966796875,81,43,224,194,143,151,1,11886,dog,f9896bbf97044f32bd9f28816e4c801548ceb88c7befac006c8616925acbd41b,bb099b640c2d1090,83e996fa7de6176d0c793d447c36fbf8f3bbfe60330d255a421295b7317b031c,ok
test,000000374990_1801,256,256,56804,0,8732,0,8732,0.13323974609375,47,91,172,236,125,145,1,8732,dog,a40070197fa9667313c378ed0325a14b27742390f0fb3b9119c260dd2257546c,6c646262f2f2606c,bc9a5db579eea51f35ffc7641d46ea58e92819c854bc30cfa789abb126a6d89d,ok
test,000000376247_1815,256,256,60562,0,4974,0,4974,0.075897216796875,94,122,185,232,91,110,1,4974,dog,eae3d8d16612e404d684b9c97ce570c64a82bb77d03b93efea689983c1de50c4,4c59f973321a3c67,aaa51a03ff42d454148d98420e9a887fa5aa5d38cb924d57133bb6a69038a59d,ok
test,000000376362_2504,256,256,60470,0,5066,0,5066,0.077301025390625,44,56,120,162,76,106,1,5066,dog,054528bd09ff1b8f33ca50526ddbc1a73d6a52f2e8990855b1ad2d21984cb8eb,3223a196c4768f3c,b13b0b1b2e39e2f706138072ea73a4909b6b55874b22faecf1d9adff93ed46e7,ok
test,000000377867_295,256,256,64474,1062,0,0,1062,0.016204833984375,138,173,175,214,37,41,1,1062,cat,b5101b94ce401ea6a5f63f91bc6c190c51f7fe9eb2500970e0a8dc7dde7b59cc,060e078f8d872720,e077a5f8bbccb64bedabefd3d3ea0d9e586ddf3de663d87b93bc6d7700e202c2,ok
test,000000380117_1580,256,256,54835,10701,0,0,10701,0.1632843017578125,46,84,220,179,174,95,1,10701,cat,14c9dbeb66913b010aed3bf749531368315c791594a5b83a2cd865bd4bcffb75,7e6d7866b1010082,c38af5e994ab5728f50d30e566845f8ae0aba0e722bc199be785c0949a199c77,ok
test,000000381789_3571,256,256,56930,0,8606,0,8606,0.131317138671875,55,123,224,211,169,88,1,8606,dog,4ec100a5adb8f96be1f4b848bf1603852ff89a134cfc96d473da9ed06bfd869b,9cf8c0fa9f87058f,cacb03c621d32fc9413e3ffc6129c809a0acee03232b851b1d3c48d92a7c50c9,ok
test,000000384935_7747,256,256,61889,0,3647,0,3647,0.0556488037109375,132,129,216,228,84,99,1,3647,dog,065934b49144b4f2bb50c47f7617c33c905c9ce7501df1e020afcb231a77ba42,1071c6cee1b59c0c,d8c6d6cea3da1fd01a7b629595bdac9173495669e9ce295e91a5c7f97552a1b0,ok
test,000000385912_1140,256,256,58192,0,7344,0,7344,0.112060546875,141,85,225,209,84,124,1,7344,dog,a0491b89b368becd191859182da9411ffb3db3028db24fffbb8e46c8b7a01951,9f9b9f9f3b7b6364,84a0038489ccd6d9f5db39a028fbab0d66fbe587de043612da096fa66a2ee389,ok
test,000000386165_2135,256,256,62438,0,3098,0,3098,0.047271728515625,93,94,172,181,79,87,1,3098,dog,8f4ee24cd9c7352f033a2799375ed71a6ac6ae4d73ee66f4037352998a04b26a,d5971bcc8c10887f,816532547eaa75db0ea8a597e65ad78f7fc54b14eab510cd4fbd3641d5bd24be,ok
test,000000386968_641,256,256,55190,0,10346,0,10346,0.157867431640625,91,59,234,203,143,144,1,10346,dog,e10c4230d381cb000fc57a3ecdec5139178c0640837a6aa75f38e84b4dce3eb1,0a15b326b6f4fc39,6f055c621072196f47464b70d64d0c852f655ec252bc01a5322d21bc9107b0a8,ok
test,000000388829_2089,256,256,56682,0,8854,0,8854,0.135101318359375,143,74,235,220,92,146,1,8854,dog,861c4a55711ee42948b3d092636acab83be417326a9259609c2fa24b50b25df9,8ec30797163e3a5b,2e453b8ff5aa377217de0d99664856e041aa5e796121fa7b4f2fc0e2ba452853,ok
test,000000389463_7315,256,256,57394,8142,0,0,8142,0.124237060546875,31,118,161,214,130,96,1,8142,cat,35083f0756b4d36e40a0953260fde6eb6cd9dafed639e3c8a423dcc7c135c820,225a1a3a66c4e69e,1ad895c9a718ff7ae36e58084b79d3a8fd6cf41ff84015c8fbab99fb95b1fb92,ok
test,000000393412_3537,256,256,64988,548,0,0,548,0.00836181640625,206,175,233,215,27,40,1,548,cat,a2872d2937d2f6b05fda0b3658202c83bfe2e26f32be314302aa08433dd26f1a,736b9d5f1f8b3a3a,e422d606199d22a990a71e8137e81f3b8e292e41b910ffc53f3142fbd0275c41,ok
test,000000394036_7354,256,256,55610,9926,0,0,9926,0.151458740234375,126,79,224,237,98,158,1,9926,cat,e8c964bf369a4e69a058df4f3f9c48b2c19be6ed543c3429f46a5e977e4728c7,f19da7c383a383d7,b55cd2a2799e69930cd2ce3b1f13aa8d0d77bc6324f0932b452852415e417532,ok
test,000000394210_6912,256,256,58116,7420,0,0,7420,0.11322021484375,98,34,209,168,111,134,1,7420,cat,e9be44e8a95b3b4ddab0901dce2364fbb435a6418248fdfc8b463f7a83253152,9f8d49590687d3ec,d66f48ede834b3b6d6dceb9564c9e74ce67eac3d3098721bd58a5dadf9140b4c,ok
test,000000394682_5335,256,256,57120,0,8416,0,8416,0.12841796875,79,44,225,172,146,128,1,8416,dog,05072fd97915579169d023ae63c6d6c1c364ae35014d48faf74f3d6ce399f52f,24d970ececbca648,ca39efeadfc4b03d7c29822ea043a10946bb8673e2d1980c6760461dc3c010c8,ok
test,000000395290_2371,256,256,56328,9208,0,0,9208,0.1405029296875,109,34,225,166,116,132,1,9208,cat,8c91982de25a9b23bdff6a65873d624aacdadbf632b2022f9da6c7fb6bf6fadc,26636034a643b3b3,240359fdce69f8ebdd72b00e37732068ab60983f13cb862cd4b030e960477868,ok
test,000000398440_2108,256,256,60110,0,5426,0,5426,0.082794189453125,70,83,187,184,117,101,1,5426,dog,bd46421547791060436aba8fb974734ed4649130bf6f94a178a6d41f5b3da410,2066623433210f07,9d38161d5c23361db7a5a234b6eb0619049324e4f7eacb9dcb260f44eda5fdb4,ok
test,000000405581_7321,256,256,56365,9171,0,0,9171,0.1399383544921875,25,123,175,228,150,105,1,9171,cat,609f577c77280bb1235039b313e50b673e574d1fa0b5fe85fa4eeb90db58a30d,bc7cfcfafc2c1680,0d9bfe3db7cf5bd30be0e9650be76e2332fe37727e3832553d731a30c9400430,ok
test,000000406211_2388,256,256,52854,12682,0,0,12682,0.193511962890625,68,58,212,218,144,160,1,12682,cat,043bf203f8ed2d2dcf54a1a7d5fccfe2063f695cfbf6721a016aa874e4965b54,fdfdf6ce9e969cf0,bdc88fd03ec21ad62f21c61c83184f7507e933d1bea4f8b9a9525a60a9c011fc,ok
test,000000406422_6565,256,256,57727,7809,0,0,7809,0.1191558837890625,78,47,230,130,152,83,1,7809,cat,1ceec3e596f51e8be26a11978ccd358f0d61ba4db310a37fc19a3cb427eba68e,131333f293131901,b9d1ae22d265bac6d0b3256932eab2f9a372180fb256db88a7a2b1447db83bae,ok
test,000000408008_1937,256,256,56077,0,9459,0,9459,0.1443328857421875,76,58,199,195,123,137,1,9459,dog,4ff488a08b6199fff30a1d867c0f2837c0b2875b36fa0bcd6230091667dcced1,aff86864252734b0,a17c197e72a629b5fb4f81485c03726b259c446371d5f950837c3191823e72ba,ok
test,000000411065_1522,256,256,61645,3891,0,0,3891,0.0593719482421875,69,100,140,215,71,115,1,3891,cat,442f1220bfee87715aec93f8d76b3f63d9b8f7a3127cd8afeca4fd8c5ed78fde,e0d8d891930b68f0,d581cb1e15bfb8a8f827a4913fe76f673090313cb9f49e453789c236862c134c,ok
test,000000412681_4015,256,256,57659,7877,0,0,7877,0.1201934814453125,25,36,166,177,141,141,1,7877,cat,4fea5351528be1d32912778d579f4a3dc3a66037f4eb0e1086d39805ed1c32cb,f1b0b9b1a4e47c30,7f2f03a490dbdde1f19931086461f780bd8ad85ade7c1f8ab7583ab846b12561,ok
test,000000414495_3471,256,256,57358,8178,0,0,8178,0.124786376953125,102,79,221,200,119,121,1,8178,cat,1a31611aee80a02ded02f702749db7bba5acb45335dab76b2d694bae92d7d4ba,8c848ccf834347cd,42b7534b8e1df168cc1f48f2fcb70761159c09c3f6647f6b50372f63a8486142,ok
test,000000415604_7522,256,256,55190,10346,0,0,10346,0.157867431640625,37,26,178,136,141,110,1,10346,cat,0d51da4bc189a035a08596d7f682e349d7e30f29ba0934c6fcd078e83d77b627,0064e0b8b1018d2d,7a2d7dbfe0d61c5a1cea86a41880b51017e40c8653ffb72b21b9efcb57c98f5d,ok
test,000000424138_4714,256,256,64036,0,1500,0,1500,0.02288818359375,166,128,226,195,60,67,1,1500,dog,6b42769f96b6c00fc8e1a5c3f4bcf36a049c1e2cab1ab98704ad4d657a38c69f,fffff7f6e3e90ce0,9781b36e9a0a97fac1edf7f313ea30723b4fb0eda178378163ac3b7a7019eedf,ok
test,000000424858_6664,256,256,54561,10975,0,0,10975,0.1674652099609375,57,85,206,223,149,138,1,10975,cat,53e65ad3949aa6540c8af07aaedfe26e8cfec7cfe5b30f9bdea6f3fe6d62791a,3be9e4e6b49c0d2d,3f1213171d64117160092e394c4735abd094cf6972d81b0858691f9fbd00fc1a,ok
test,000000427133_1442,256,256,60682,0,4854,0,4854,0.074066162109375,83,33,226,108,143,75,1,4854,dog,eb280d3c6953591b62aa298b9328f89fba8aa2c6287714b8b272e4955b86ec1d,98c54ff5ccc61838,390abba25958228c4ca8e567e12e41249a5c5b7756bc653b60079fbda7983501,ok
test,000000436199_2935,256,256,63492,2044,0,0,2044,0.03118896484375,46,44,89,112,43,68,1,2044,cat,b93a6f83a9484a167086c65a6bbbaf1c3114796eaf35b2bf3e4d212f8b4ee798,333397260799c0e0,25fef69c84bc96a1bf16a0235693b87b2ab1e809108843dbe4f82e02951c8abd,ok
test,000000436539_4321,256,256,61110,0,4426,0,4426,0.067535400390625,82,37,192,180,110,143,2,4425,dog,b69a3c05b1c98083ac12bd6cc7136d67da24ea2cdf7437a3155e6e1908992ecb,c62f2d673038b0b0,6707cbd2d24bd9ea4ad032111afd1ec4d6ada96bd4752c18b0199e59278a585f,ok
test,000000437102_5532,256,256,60985,4551,0,0,4551,0.0694427490234375,119,70,234,180,115,110,1,4551,cat,1118cd36dbd85e7e59b72ddf9f210ed67ed357835c652895ab8c6d181a0832f3,e0c26561e3ceccc4,da09f284489665eddec0bf5de77a39a556ce3fa9c1e7928d16fa5f0b2bc05256,ok
test,000000437537_2563,256,256,50789,14747,0,0,14747,0.2250213623046875,39,87,229,222,190,135,1,14747,cat,d3e1177cf32ac6bf9349546ba00c18f39590191abec4c9dce2a7e68aa25401cb,0f62ae99c9c54754,88746b41d18154dc6727c6fec2cc6794efd13997e7a0b2b446a348a589fee3ed,ok
test,000000443499_491,256,256,62407,3129,0,0,3129,0.0477447509765625,90,34,192,201,102,167,2,2323,cat,30afa835070e0240badd027064ef29d30e1b20d5ba6d5d3b92c6cbd3cd4b7b44,f4d0907030a8f8f8,d61a8cc532e53a77bd8db771825cad9028e2049cf9d3518814b455d2c537cc57,ok
test,000000445187_3686,256,256,60946,4590,0,0,4590,0.070037841796875,63,96,175,186,112,90,1,4590,cat,f147380d3750be5ed065fb04882da0711e8b3f87df765aadbbe6f8e18a1d49bf,93958523b3aba6a6,1bc5a253347ee70ae9b1895d429b1f7e96833563eb90b65e5e69dc642e6f8b46,ok
test,000000446604_4215,256,256,55427,10109,0,0,10109,0.1542510986328125,63,126,202,226,139,100,1,10109,cat,92b9f1d7248075838d67de5d857ad9daaa39417848537642e0e561d614fd9a99,0302021e96cbc381,49006fefa78b81a6dbb2d51eda779a33672d765abe0e206d96879e4702a04048,ok
test,000000456950_5010,256,256,53171,12365,0,0,12365,0.1886749267578125,7,102,198,212,191,110,1,12365,cat,48a27329ff64a1c6ceba2457325541a3d2ae8af01218b027bd19fd45f4926685,c2c8e1ec3e7f6eec,b4e44e25c690cb31eb89ca5060d1be3ce493fce924fc78fe3d0afd81620a81d4,ok
test,000000463611_1530,256,256,52629,12907,0,0,12907,0.1969451904296875,100,77,224,234,124,157,1,12907,cat,34e017994d3e120278006248c7e2ce0d2d40481bd919878e699d16d901e77bfb,80c0c89c7c38b01b,de9cb813da15a7fbe221615690be04dca30d99198b550bafdd5f37fdeccdb1a4,ok
test,000000465591_1888,256,256,50481,15055,0,0,15055,0.2297210693359375,27,67,200,195,173,128,2,15054,cat,8e4ed3a7b76a9c60fec5e1aa77a1ee367ecf53fdeb7212d12eccba792667e5e6,30701934221bcef6,4bdd4640554ff0e44a59dde766375c93daf942426cbda537cb412083f47f5282,ok
test,000000469902_5228,256,256,49650,15886,0,0,15886,0.242401123046875,92,64,235,226,143,162,1,15886,cat,a316f21ec74df432ca20b8e2105f78320f0f83754c414fb0ccf03a18ec6d3fa7,0000a8b0b8b8f8ed,4b0d13416b6c3f5230c8d8b88b9de82fbc3835cd1a5541cd9338d68cd2d61506,ok
test,000000476276_4024,256,256,60121,5415,0,0,5415,0.0826263427734375,22,167,160,223,138,56,1,5415,cat,56035764d4a1b68f3e178ec9fb8e8586a3aba1cdfbefbba00e052271e1f4ab57,b020452323c3c28f,d8a5ad566958494e26c96a8285681cc7b44af2f614df5811245cdf8c0c95eff9,ok
test,000000478287_3430,256,256,61184,4352,0,0,4352,0.06640625,48,135,140,231,92,96,1,4352,cat,a85edae858492cff163393936248195e573116da353442bafbb016a7104122c1,21252232336766e6,744194563aa784e75611b363327e928340a00b898b88c47a0badfc55950adf72,ok
test,000000481749_4902,256,256,62048,0,3488,0,3488,0.05322265625,98,106,179,221,81,115,1,3488,dog,308dde3f2d8d84b485596af2beb8218363ed2b32b52aa21677acaa0fb5deb2ea,3226e8e4b0f8fdf0,770225fd74a83ddb5dcd6f4ff712833e03a3053ad52168001b1ce285cca66799,ok
test,000000485148_1904,256,256,57971,7565,0,0,7565,0.1154327392578125,81,119,221,222,140,103,1,7565,cat,39fa04d40e1cc05ada6e7b4d9f54b6ffa02144d2db910ac551277b52c4cc28c0,3b39392c21264600,dbc69124b22020cf2af1b41c9092084bc60381065de54302bb222a6ca36a782c,ok
test,000000488689_3765,256,256,64466,0,1070,0,1070,0.016326904296875,43,94,98,137,55,43,1,1070,dog,1ae540b387b5a14a5740a2ff45d470b31cfafa74bc08d7228c4b4b3262576954,85606107d9b9e257,9761912b0be4b9c9433b2492fdce72aeba87fa32dfaa1b89e3e345eda31bdf7d,ok
test,000000489944_1657,256,256,64168,0,1368,0,1368,0.0208740234375,33,162,95,215,62,53,1,1368,dog,4cc3d56c3d2131594e3853b786137b46aadffcb7acaac63bdcad19254ce26ac7,2181f2f8cc2b3be0,70fa5dc973f406a3fb6ecf45aa701e5c07380cbc084e044bc4ede5debbc70d6b,ok
test,000000490490_5422,256,256,53359,12177,0,0,12177,0.1858062744140625,22,95,185,222,163,127,1,12177,cat,5d5425567f929feb86221db29ba714c5385d9837346ab5d4143922f0584e3588,30b8e9fb3b5f4902,0b28c3cda8999c3ea42fd0df533c231f070968dff85b23f2a16f760ddcc1e0d9,ok
test,000000490508_6880,256,256,60203,0,5333,0,5333,0.0813751220703125,111,103,228,207,117,104,1,5333,dog,864804c6f46dc68071453093e0b88ccdfe571b66b1266ab2deece7d610a9c36f,a1212d63671eb264,6e2ae7b6e40228f02529cb83b5528f4d6ec1cf54d875ac00809b7c711719b571,ok
test,000000495159_4697,256,256,50713,14823,0,0,14823,0.2261810302734375,63,59,227,193,164,134,1,14823,cat,82f3797719fc33961d2d0eded24cc2c8a5c665aef6c41f3625ffc9e4d6d08472,3022071b179e98e0,b29c9b20a97724d9384f598a3ad5a92051b920b560e979ff0e241df9805e9efd,ok
test,000000497010_7263,256,256,60746,4790,0,0,4790,0.073089599609375,91,35,187,129,96,94,1,4790,cat,a33587649615f5972c6b0bd3fbda7d2f948188363ff670da14d0d505a4215dee,6c6f676666e4e41c,9380a41fc9aef29c6870c288aa9e1542561d65813e0643b062f6d2c6088aa705,ok
test,000000499662_6127,256,256,59709,0,5827,0,5827,0.0889129638671875,60,54,136,195,76,141,1,5827,dog,c9119ae86967b22ed6a3d19d0e9452e920b63531124f1838d47311913bfdc8f1,4bcbc3c7c8c3c643,6430a5811fa1442dd4acf9d7e0cc5e4b15c43dc931a30912c40bf29c2b4b45ec,ok
test,000000501788_1565,256,256,61551,3985,0,0,3985,0.0608062744140625,75,65,138,170,63,105,1,3985,cat,4c099c48f1b4f2a6b79186fbf7e0faa67ed7c620091db14348b8bbe3efd113c0,b67757656d6f9138,0e2bf92bfdd0c076cf3058146be779e8a12d9490bfac3225edd39dc868ffd063,ok
test,000000502680_4731,256,256,56237,0,9299,0,9299,0.1418914794921875,129,23,208,182,79,159,1,9299,dog,ee1877a466a70956e06a9df5194e27b50044c8aeed7a068026efb02de71aaa0b,8cbc96b787b7fedc,d2231cba4b4407910064ae27cc5bc65fc681f288ed6f3bcc2f00409d33b63849,ok
test,000000504194_204,256,256,57402,0,8134,0,8134,0.124114990234375,45,60,186,201,141,141,1,8134,dog,9a99c5e437df15b757d98615ae325960dc0fb9d745aaebfe03a71d104149a43a,07262727723f7e85,7bc87c1d07c71a5b7649ddeb995186a180920db2e7c12bf3ad3ce0c92dac7c5c,ok
test,000000508949_125,256,256,62288,0,3248,0,3248,0.049560546875,168,68,217,175,49,107,1,3248,dog,634c32f23f0587badbf3ed58d09b6a333a1a15f15406d44c5d652288e0068e8c,d2c68f9bdb090ea7,d9cfc778e61b8a5b4c28c2c13bb979f2a0238dea370e698094cf04bf06b99897,ok
test,000000510402_4103,256,256,59276,0,6260,0,6260,0.09552001953125,58,87,200,193,142,106,1,6260,dog,3ac6fa33c2d1b2a2ce34b0399d750045db31bd321d231183fe8530ffa96204e2,e3435f72f0f04226,22a9bd676ba97283e8ef84b45592645197ffe609b4da4b16463b17c8570f1048,ok
test,000000513703_3282,256,256,58590,0,6946,0,6946,0.105987548828125,89,92,219,215,130,123,1,6946,dog,981399cf4f296c28b4b4a85147e67ebf6346966a00e0f53e2ec2662ac19d15f0,fcf8f52de8c98d82,838d505bf3e2a41f3c6a76159b94b63b54579789544b94e759d35b2b688a9043,ok
test,000000519850_4924,256,256,58109,0,7427,0,7427,0.1133270263671875,48,112,208,203,160,91,1,7427,dog,321fa90d400839eeb53b5de32b984d4f60368e29320e09d309973b010808941b,c4704b8f962643d8,5c3ebbc4d74c20e92544ceb84de9bed4698c301791eff4e987e3a79d09b94c32,ok
test,000000522225_5983,256,256,55487,0,10049,0,10049,0.1533355712890625,68,72,226,228,158,156,1,10049,dog,dc459c730d38a49ce992410b1ee46a1fe288e3e6ff1816c107834cb949efaaea,c7871432f5138fff,f14a2949880af80cdfdaf0c8daa8378de5f14576dca78358191f59411d9504eb,ok
test,000000523473_2888,256,256,63809,0,1727,0,1727,0.0263519287109375,82,60,158,115,76,55,1,1727,dog,d05385785271f69d416db87bcfddb5c6045f0611583ec2f64028bd367eba1da3,c9f5717dbe7ecb26,4984e9ba336729375ec543cf32d7477adb5c17fc96f138d3252f14cc1e4dd0a4,ok
test,000000524420_2632,256,256,64615,0,921,0,921,0.0140533447265625,182,119,211,172,29,53,1,921,dog,b67f87713ba5516449397ff773c28ee56b6437ddeb34c9b6f0c484f79378d93e,6c731a0c8c3ca858,57f646c4f8e82c31f8ffc4d0be77418424fb3401b4ccf5961bce192d9b22ed3a,ok
test,000000531614_4831,256,256,64949,587,0,0,587,0.0089569091796875,32,91,56,123,24,32,1,587,cat,12011bc9a1d74394b676e8b54566590e6f1224b514ee7e3fa8fb48382c2433f9,020989b8a0001000,7ed6000c92c220d7ad0a9a127453b0d0f539a779fae4e2bab3433e3e8bcc03ec,ok
test,000000537213_6413,256,256,46545,18991,0,0,18991,0.2897796630859375,50,55,205,230,155,175,1,18991,cat,7b20ab81ea118fa44434509143ed24844d11e8a7baf2dfa22184a9551dd86672,393131396163fb7b,8f3b9fc1f186c6b78ed1d2ab3a2b62dcdc9ae015db3a477effeede70afad3062,ok
test,000000539198_2722,256,256,62325,3211,0,0,3211,0.0489959716796875,165,141,223,227,58,86,1,3211,cat,cc40d842dfff9821daed8c6156c57381f86437e8ce135a95e8ea19da105aa175,913901616594bc1c,a25e75a99c6ae6072dad7fe936c07bc6bfa983180e6d498273fffbe9ae1842d0,ok
test,000000539233_6476,256,256,60364,5172,0,0,5172,0.07891845703125,68,94,171,180,103,86,2,3066,cat,9197c6c8a6424a96890291236d17014cc1d345fabb6086e270fbd19649763839,2c2c0d3933330b88,ac4719c3862c811a7b6f4be2a2e09de33dc785293b80f6395f05e36e96706bbd,ok
test,000000543836_507,256,256,53451,12085,0,0,12085,0.1844024658203125,61,59,211,201,150,142,1,12085,cat,4df44d4d62815cf1961ced123fc64c5a938453a1a4677e0e8149d81c4f88f5f6,69633b2b9b8ecc98,15f1ba23f2a055be126dc9a7619845bdc7180fc87a4e91e082deacc6394efe3c,ok
test,000000546716_5134,256,256,61697,0,3839,0,3839,0.0585784912109375,104,107,155,231,51,124,1,3839,dog,0db910a956b8c73515fd622af0ac1db8241ef736a1be0ca2f1e468cc6b9ccc9c,8d8891133177e6e6,d5477335e91517462e952d2aef17eb5b2f799e9714f5a939f8274d36080db9e2,ok
test,000000546962_1095,256,256,57644,0,7892,0,7892,0.12042236328125,52,70,192,227,140,157,3,7886,dog,77243c00803270c656d10a8094ec115adfbba0b61541a50c2fa7e3701af61dca,a0e0929686888082,f8d468aa58e9ce7ad8dfcb1bd31211e8836e205c3de4d87a3be155153e9e6548,ok
test,000000553498_3289,256,256,62266,0,3270,0,3270,0.049896240234375,144,46,193,142,49,96,1,3270,dog,708f11f095b0fb4c12e8e837fe6565f8ea7e7d13f9a26fd8c598ab2035467cb9,ae3c34909196b281,ce172055eb5dee701a87e1f8b600c53563449c18cc1a82841f5d9d530fd2d17c,ok
test,000000553878_3723,256,256,60492,5044,0,0,5044,0.07696533203125,32,123,183,188,151,65,1,5044,cat,15075afed3f73922c3d42856d16bc15b4d78dd9acb1e1fd9e64363265f62b3a5,c0c090981e7e6e2c,c70024a861c9006f95fba9e7af4c707e61e4c4c50ec58639bcc2bde096adc90e,ok
test,000000556500_5818,256,256,51670,13866,0,0,13866,0.211578369140625,87,77,219,220,132,143,1,13866,cat,12a44dd3d9a28fc44233c98e3c4629e37ab24af58d91498054a9080130d495e0,e08c9cf7e7f3f2c6,9733186d81619651b1388062e8759f00eff3d7cdea44c5191591485670ec9078,ok
test,000000561599_1128,256,256,47213,18323,0,0,18323,0.2795867919921875,63,33,209,199,146,166,1,18323,cat,021e034a84e0dde537a2cfc77f6a3a6a27307fe847d2d6ffcadd4a2dd729debf,3e4e876460311310,77dc80257dceed3255e98069cd30c8cbf3ad56405eb9eb18ab8dd50a1aedde32,ok
test,000000563342_7436,256,256,59094,6442,0,0,6442,0.098297119140625,53,92,199,223,146,131,1,6442,cat,0b1cafbce22a36aaf6778e5cb381272518455c433732bcffacfe45b99d30350f,d3c7b6b286860fb1,e02571dee1d712e56d700f2b94998ef4de9a5e088b47963f6018b366804167a0,ok
test,000000566027_362,256,256,61279,0,4257,0,4257,0.0649566650390625,106,94,164,208,58,114,1,4257,dog,db7572680a7088bb180264279ff8e2ef017d7d37aad356e3a0a0386181e62b16,3110310f0f0f7d99,1d0fbe7930d1f63f5a6c8de7973d0f345c3ba3d402fee85ac5c7e6c65e2d135a,ok
test,000000567049_6674,256,256,62180,3356,0,0,3356,0.05120849609375,150,58,231,143,81,85,1,3356,cat,aa7a1f28bba710e2635dd34cf74b4f98c1380b6e65c5b89cce927240b67e1897,e7e563e3e368095b,4d38e5258e7c6187f1afb11e7e5d3f76d8dbe3a1064b55faa2a367cbea43688a,ok
test,000000575615_3992,256,256,64524,0,1012,0,1012,0.01544189453125,78,175,112,226,34,51,1,1012,dog,97d2b32a73637a72caeca7a6756898644ec527a24cef54fdcbf0748ab2ae4bf5,7c646432337be098,d8b340e37eef02af270d2559c1e5f783cfd340e4340f83f6c31f89f997f6bceb,ok
test,000000576589_5521,256,256,61403,4133,0,0,4133,0.0630645751953125,31,57,83,207,52,150,1,4133,cat,15ab258c88d6803aa6f73bb264370abf8306b5c348f036af8b35232b3194d950,fe3c387c6c3e1b08,ffe98feaf19b1cc96bd07147d28a11be9793d605911325a0ffe37d09ff05b842,ok
